x-axis,1
second,Volt
+2.97600E+00,-31.25E-03
+2.97700E+00,-62.50E-03
+2.97800E+00,-31.25E-03
+2.97900E+00,-31.25E-03
+2.98000E+00,-93.75E-03
+2.98100E+00,+0.0E+00
+2.98200E+00,+0.0E+00
+2.98300E+00,-31.25E-03
+2.98400E+00,-62.50E-03
+2.98500E+00,+31.25E-03
+2.98600E+00,-31.25E-03
+2.98700E+00,-31.25E-03
+2.98800E+00,-62.50E-03
+2.98900E+00,-31.25E-03
+2.99000E+00,-31.25E-03
+2.99100E+00,-31.25E-03
+2.99200E+00,-31.25E-03
+2.99300E+00,-31.25E-03
+2.99400E+00,-31.25E-03
+2.99500E+00,-31.25E-03
+2.99600E+00,+0.0E+00
+2.99700E+00,-31.25E-03
+2.99800E+00,-31.25E-03
+2.99900E+00,+0.0E+00
+3.00000E+00,-62.50E-03
+3.00100E+00,-62.50E-03
+3.00200E+00,-31.25E-03
+3.00300E+00,-31.25E-03
+3.00400E+00,+0.0E+00
+3.00500E+00,+0.0E+00
+3.00600E+00,-31.25E-03
+3.00700E+00,+0.0E+00
+3.00800E+00,-31.25E-03
+3.00900E+00,+0.0E+00
+3.01000E+00,-31.25E-03
+3.01100E+00,+0.0E+00
+3.01200E+00,-31.25E-03
+3.01300E+00,-62.50E-03
+3.01400E+00,-31.25E-03
+3.01500E+00,-62.50E-03
+3.01600E+00,+0.0E+00
+3.01700E+00,-62.50E-03
+3.01800E+00,-93.75E-03
+3.01900E+00,+0.0E+00
+3.02000E+00,-31.25E-03
+3.02100E+00,-31.25E-03
+3.02200E+00,-31.25E-03
+3.02300E+00,-31.25E-03
+3.02400E+00,-62.50E-03
+3.02500E+00,-31.25E-03
+3.02600E+00,-62.50E-03
+3.02700E+00,-62.50E-03
+3.02800E+00,-62.50E-03
+3.02900E+00,-93.75E-03
+3.03000E+00,-31.25E-03
+3.03100E+00,+0.0E+00
+3.03200E+00,+0.0E+00
+3.03300E+00,-93.75E-03
+3.03400E+00,+0.0E+00
+3.03500E+00,+0.0E+00
+3.03600E+00,+31.25E-03
+3.03700E+00,-93.75E-03
+3.03800E+00,-31.25E-03
+3.03900E+00,+0.0E+00
+3.04000E+00,-31.25E-03
+3.04100E+00,-31.25E-03
+3.04200E+00,+0.0E+00
+3.04300E+00,-62.50E-03
+3.04400E+00,+31.25E-03
+3.04500E+00,-93.75E-03
+3.04600E+00,+62.50E-03
+3.04700E+00,+0.0E+00
+3.04800E+00,+0.0E+00
+3.04900E+00,-31.25E-03
+3.05000E+00,-62.50E-03
+3.05100E+00,+31.25E-03
+3.05200E+00,+0.0E+00
+3.05300E+00,-62.50E-03
+3.05400E+00,-31.25E-03
+3.05500E+00,-62.50E-03
+3.05600E+00,-31.25E-03
+3.05700E+00,-31.25E-03
+3.05800E+00,-62.50E-03
+3.05900E+00,-62.50E-03
+3.06000E+00,+0.0E+00
+3.06100E+00,-62.50E-03
+3.06200E+00,-31.25E-03
+3.06300E+00,-31.25E-03
+3.06400E+00,-62.50E-03
+3.06500E+00,-62.50E-03
+3.06600E+00,-31.25E-03
+3.06700E+00,-93.75E-03
+3.06800E+00,-31.25E-03
+3.06900E+00,-62.50E-03
+3.07000E+00,-31.25E-03
+3.07100E+00,-31.25E-03
+3.07200E+00,+31.25E-03
+3.07300E+00,-31.25E-03
+3.07400E+00,-31.25E-03
+3.07500E+00,-62.50E-03
+3.07600E+00,+0.0E+00
+3.07700E+00,+0.0E+00
+3.07800E+00,+0.0E+00
+3.07900E+00,-62.50E-03
+3.08000E+00,+0.0E+00
+3.08100E+00,-31.25E-03
+3.08200E+00,+0.0E+00
+3.08300E+00,+0.0E+00
+3.08400E+00,-62.50E-03
+3.08500E+00,-31.25E-03
+3.08600E+00,+0.0E+00
+3.08700E+00,+0.0E+00
+3.08800E+00,-62.50E-03
+3.08900E+00,-62.50E-03
+3.09000E+00,-93.75E-03
+3.09100E+00,+0.0E+00
+3.09200E+00,+0.0E+00
+3.09300E+00,-62.50E-03
+3.09400E+00,-31.25E-03
+3.09500E+00,+0.0E+00
+3.09600E+00,-31.25E-03
+3.09700E+00,+31.25E-03
+3.09800E+00,-31.25E-03
+3.09900E+00,-31.25E-03
+3.10000E+00,-62.50E-03
+3.10100E+00,-31.25E-03
+3.10200E+00,+0.0E+00
+3.10300E+00,+0.0E+00
+3.10400E+00,+0.0E+00
+3.10500E+00,+0.0E+00
+3.10600E+00,-62.50E-03
+3.10700E+00,-31.25E-03
+3.10800E+00,-62.50E-03
+3.10900E+00,-31.25E-03
+3.11000E+00,-31.25E-03
+3.11100E+00,-62.50E-03
+3.11200E+00,-93.75E-03
+3.11300E+00,-31.25E-03
+3.11400E+00,-31.25E-03
+3.11500E+00,-31.25E-03
+3.11600E+00,+31.25E-03
+3.11700E+00,-62.50E-03
+3.11800E+00,-62.50E-03
+3.11900E+00,+0.0E+00
+3.12000E+00,-62.50E-03
+3.12100E+00,+31.25E-03
+3.12200E+00,-31.25E-03
+3.12300E+00,-31.25E-03
+3.12400E+00,+0.0E+00
+3.12500E+00,-31.25E-03
+3.12600E+00,+0.0E+00
+3.12700E+00,+0.0E+00
+3.12800E+00,-31.25E-03
+3.12900E+00,-62.50E-03
+3.13000E+00,+0.0E+00
+3.13100E+00,-31.25E-03
+3.13200E+00,+0.0E+00
+3.13300E+00,-31.25E-03
+3.13400E+00,+0.0E+00
+3.13500E+00,+31.25E-03
+3.13600E+00,+0.0E+00
+3.13700E+00,-31.25E-03
+3.13800E+00,-31.25E-03
+3.13900E+00,-31.25E-03
+3.14000E+00,+31.25E-03
+3.14100E+00,-31.25E-03
+3.14200E+00,+0.0E+00
+3.14300E+00,-62.50E-03
+3.14400E+00,+0.0E+00
+3.14500E+00,-62.50E-03
+3.14600E+00,+31.25E-03
+3.14700E+00,-31.25E-03
+3.14800E+00,+0.0E+00
+3.14900E+00,-62.50E-03
+3.15000E+00,+0.0E+00
+3.15100E+00,-62.50E-03
+3.15200E+00,-31.25E-03
+3.15300E+00,+0.0E+00
+3.15400E+00,-62.50E-03
+3.15500E+00,+31.25E-03
+3.15600E+00,+0.0E+00
+3.15700E+00,-31.25E-03
+3.15800E+00,-62.50E-03
+3.15900E+00,-31.25E-03
+3.16000E+00,-62.50E-03
+3.16100E+00,-31.25E-03
+3.16200E+00,+0.0E+00
+3.16300E+00,-31.25E-03
+3.16400E+00,-31.25E-03
+3.16500E+00,-31.25E-03
+3.16600E+00,-62.50E-03
